"id","name","title","year","salary","bonus","stock_awards","option_awards","RSUs","nonequity_incentive_plan_compensation","change_in_pension_value_and_nonqualified_deferred_compensation","securities_underlying_options","all_other","total","remainder","accession","cik","file_date","ind_cik","ind_id"
"583105","Jan Wallace","CEO,","2002","219450.00","0.00",NULL,"0.00","0.00",NULL,NULL,NULL,"0.00","219450.00","0.00","www.sec.gov/Archives/edgar/data/852254/0001255294-04-000137-index.html","1059577","2004-04-28","1286757",NULL
"583106","Jan Wallace","and","2001","212850.00","0.00",NULL,"0.00","0.00",NULL,NULL,NULL,"0.00","212850.00","0.00","www.sec.gov/Archives/edgar/data/852254/0001255294-04-000137-index.html","1059577","2004-04-28","1286757",NULL
"583107","Jan Wallace","CFO","2003","116160.00","0.00",NULL,"0.00","0.00",NULL,NULL,NULL,"0.00","116160.00","0.00","www.sec.gov/Archives/edgar/data/852254/0001255294-04-000137-index.html","1059577","2004-04-28","1286757",NULL
"583108","Jan Wallace",,"2002","116160.00","0.00",NULL,"0.00","0.00",NULL,NULL,NULL,"0.00","116160.00","0.00","www.sec.gov/Archives/edgar/data/852254/0001255294-04-000137-index.html","1059577","2004-04-28","1286757",NULL
"583109","Jan Wallace",,"2001","80853.00","0.00",NULL,"0.00","0.00",NULL,NULL,NULL,"0.00","80853.00","0.00","www.sec.gov/Archives/edgar/data/852254/0001255294-04-000137-index.html","1059577","2004-04-28","1286757",NULL
"132634","Joseph M. Murphy President","and CEO Bar Harbor Bankshares and BTI Financial Group","2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"132635","Joseph M. Murphy President","and CEO Bar Harbor Bankshares and BTI Financial Group","2001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"132636","Joseph M. Murphy President","and CEO Bar Harbor Bankshares and BTI Financial Group","2002","191388.00","7140.00",NULL,NULL,NULL,NULL,NULL,"90000.00","48872.00","337400.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"132637","Dean S. Read","President and CEO, Bar Harbor Banking and Trust Company","2000","165624.00","0.00",NULL,NULL,NULL,NULL,NULL,NULL,"28514.00","194138.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","1242190",NULL
"132638","Dean S. Read","President and CEO, Bar Harbor Banking and Trust Company","2001","183672.00","500.00",NULL,NULL,NULL,NULL,NULL,"45000.00","2741.00","231913.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","1242190",NULL
"132639","Dean S. Read","President and CEO, Bar Harbor Banking and Trust Company","2002","182588.00","7400.00",NULL,NULL,NULL,NULL,NULL,"0.00","2412.00","192400.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","1242190",NULL
"132640","Gerald Shencavitz","CFO, SVP and Treasurer, Bar Harbor Bankshares","2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"132641","Gerald Shencavitz","CFO, SVP and Treasurer, Bar Harbor Bankshares","2001","101130.00","500.00",NULL,NULL,NULL,NULL,NULL,"15000.00","873.00","117503.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"132642","Gerald Shencavitz","CFO, SVP and Treasurer, Bar Harbor Bankshares","2002","119525.00","4495.00",NULL,NULL,NULL,NULL,NULL,"5000.00","841.00","129861.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-03-000038-index.html","743367","2003-03-27","743367",NULL
"292315","Joseph M. Murphy President And CEO of Bar Harbor Bankshares and CEO of Bar Harbor Bank & Trust",,"2004","230000.00","24035.00",NULL,NULL,NULL,NULL,NULL,"0.00","145803.00","399838.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"292316","Joseph M. Murphy President And CEO of Bar Harbor Bankshares and CEO of Bar Harbor Bank & Trust",,"2003","221158.00","26400.00",NULL,NULL,NULL,NULL,NULL,"0.00","225846.00","473404.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"292317","Joseph M. Murphy President And CEO of Bar Harbor Bankshares and CEO of Bar Harbor Bank & Trust",,"2002","191388.00","7140.00",NULL,NULL,NULL,NULL,NULL,"90000.00","48872.00","337400.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"292318","Dean S. Read Former President Bar Harbor Bank & Trust Company",,"2004","185000.00","19592.00",NULL,NULL,NULL,NULL,NULL,"0.00","138365.00","342957.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","1242190",NULL
"292319","Dean S. Read Former President Bar Harbor Bank & Trust Company",,"2003","185901.00","21886.00",NULL,NULL,NULL,NULL,NULL,"0.00","-2810282759.00","-2810074972.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","1242190",NULL
"292320","Dean S. Read Former President Bar Harbor Bank & Trust Company",,"2002","182588.00","7400.00",NULL,NULL,NULL,NULL,NULL,"0.00","2412.00","192400.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","1242190",NULL
"292321","Gerald Shencavitz CFO and Treasurer Bar Harbor Bankshares CFO SVP and COO of Bar Harbor Bank & Trust",,"2004","134000.00","14003.00",NULL,NULL,NULL,NULL,NULL,"0.00","37759.00","185762.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"292322","Gerald Shencavitz CFO and Treasurer Bar Harbor Bankshares CFO SVP and COO of Bar Harbor Bank & Trust",,"2003","123704.00","14666.00",NULL,NULL,NULL,NULL,NULL,"5000.00","33498.00","176868.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"292323","Gerald Shencavitz CFO and Treasurer Bar Harbor Bankshares CFO SVP and COO of Bar Harbor Bank & Trust",,"2002","119525.00","4495.00",NULL,NULL,NULL,NULL,NULL,"5000.00","43668.00","172688.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000743367-05-000030-index.html","743367","2005-03-30","743367",NULL
"389328","Stewart Wang",,"2003","145600.00",NULL,NULL,NULL,NULL,NULL,NULL,"30000.00","12320.00","187920.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-04-001914-index.html","942126","2004-04-26","1008264",NULL
"389329","Stewart Wang",,"2002","171383.00",NULL,NULL,NULL,NULL,NULL,NULL,"15000.00","18200.00","204583.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-04-001914-index.html","942126","2004-04-26","1008264",NULL
"389330","Stewart Wang",,"2001","181999.00",NULL,NULL,NULL,NULL,NULL,NULL,"27500.00","18269.00","227768.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-04-001914-index.html","942126","2004-04-26","1008264",NULL
"166612","Stewart Wang",,"2004","172900.00",NULL,NULL,NULL,NULL,NULL,NULL,"20000.00","14000.00","206900.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-05-000781-index.html","942126","2005-04-21","1008264",NULL
"166613","Stewart Wang",,"2003","145600.00",NULL,NULL,NULL,NULL,NULL,NULL,"30000.00","12320.00","187920.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-05-000781-index.html","942126","2005-04-21","1008264",NULL
"166614","Stewart Wang",,"2002","171383.00",NULL,NULL,NULL,NULL,NULL,NULL,"15000.00","18200.00","204583.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891092-05-000781-index.html","942126","2005-04-21","1008264",NULL
"430551","Dr. Zaki Rakib","Chief Executive Officer and Secretary","2002","450000.00",NULL,NULL,NULL,NULL,NULL,NULL,"800000.00","25500.00","1275500.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145513",NULL
"430552","Dr. Zaki Rakib","Chief Executive Officer and Secretary","2001","450000.00",NULL,NULL,NULL,"44374.00",NULL,NULL,"800000.00","136630.00","1431004.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145513",NULL
"430553","Dr. Zaki Rakib","Chief Executive Officer and Secretary","2000","450000.00","105000.00",NULL,NULL,NULL,NULL,NULL,"800000.00",NULL,"1355000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145513",NULL
"430554","Mr. Shlomo Rakib","Chairman of the Board and President","2002","450000.00",NULL,NULL,NULL,NULL,NULL,NULL,"800000.00","450.00","1250450.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145497",NULL
"430555","Mr. Shlomo Rakib","Chairman of the Board and President","2001","450000.00",NULL,NULL,NULL,"44374.00",NULL,NULL,"800000.00","95324.00","1389698.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145497",NULL
"430556","Mr. Shlomo Rakib","Chairman of the Board and President","2000","450000.00","105000.00",NULL,NULL,NULL,NULL,NULL,"800000.00",NULL,"1355000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1145497",NULL
"430557","Carol W. Lustenader","Chief Financial Officer-","2002","226667.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"469.00","227136.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1185067",NULL
"430558","Carol W. Lustenader","Chief Financial Officer-","2001","180833.00","3000.00",NULL,NULL,"78649.00",NULL,NULL,"127002.00","3469.00","392953.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1185067",NULL
"430559","Carol W. Lustenader","Chief Financial Officer-","2000","130395.00","26918.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"157313.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000891618-03-002131-index.html","1052303","2003-04-29","1185067",NULL
"589315","Chairman of the Board","and Chief Executive Officer J.J. Molinelli","2003","625000.00","700000.00",NULL,"160000.00",NULL,NULL,NULL,NULL,"148266.00","1633266.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190205",NULL
"589316","Chairman of the Board","and Chief Executive Officer J.J. Molinelli","2002","600000.00","650000.00",NULL,"140000.00",NULL,NULL,NULL,NULL,"138516.00","1528516.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190205",NULL
"589317","Chairman of the Board","and Chief Executive Officer J.J. Molinelli","2001","540000.00","345500.00",NULL,NULL,NULL,NULL,NULL,NULL,"105342.00","990842.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190205",NULL
"589318","Executive Vice","President- Chief Financial Officer","2003","289250.00","200000.00",NULL,"60000.00",NULL,NULL,NULL,NULL,"40267.00","589517.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"589319","Executive Vice","President- Chief Financial Officer","2002","276750.00","200000.00",NULL,"55000.00",NULL,NULL,NULL,NULL,"38642.00","570392.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"589320","Executive Vice","President- Chief Financial Officer","2001","264000.00","130000.00",NULL,"65000.00",NULL,NULL,NULL,NULL,"37006.00","496006.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"589321","A.J. Neupaver","President- Electromechanical Group","2003","295000.00","125000.00",NULL,"55000.00",NULL,NULL,NULL,NULL,"30616.00","505616.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190210",NULL
"589322","A.J. Neupaver","President- Electromechanical Group","2002","283000.00","150000.00",NULL,"55000.00",NULL,NULL,NULL,NULL,"32306.00","520306.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190210",NULL
"589323","A.J. Neupaver","President- Electromechanical Group","2001","270000.00","117000.00",NULL,"65000.00",NULL,NULL,NULL,NULL,"35306.00","487306.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190210",NULL
"589324","R.W. Chlebek","President-Electronic Instruments T.W. Mangold, Jr.","2003","270000.00","205000.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"41754.00","561754.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190207",NULL
"589325","R.W. Chlebek","President-Electronic Instruments T.W. Mangold, Jr.","2002","261375.00","161000.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"26180.00","493555.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190207",NULL
"589326","R.W. Chlebek","President-Electronic Instruments T.W. Mangold, Jr.","2001","255000.00","49500.00",NULL,"50000.00",NULL,NULL,NULL,NULL,"45582.00","400082.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1190207",NULL
"589327","President-Electronic","Instruments, through 9/30/03 D.A. Zapico","2003","255000.00","202000.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"36074.00","538074.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1262305",NULL
"589328","President-Electronic","Instruments, through 9/30/03 D.A. Zapico","2002","237385.00","178000.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"30664.00","491049.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1262305",NULL
"589329","President-Electronic","Instruments, through 9/30/03 D.A. Zapico","2001","222000.00","70000.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"19594.00","356594.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31","1262305",NULL
"589330","President-Electronic","Instruments, effective 10/1/03","2003","210737.00","101000.00",NULL,"32000.00",NULL,NULL,NULL,NULL,"15942.00","359679.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"589331","President-Electronic","Instruments, effective 10/1/03","2002","193000.00","73423.00",NULL,"32000.00",NULL,NULL,NULL,NULL,"11994.00","310417.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"589332","President-Electronic","Instruments, effective 10/1/03","2001","183744.00","67500.00",NULL,"40000.00",NULL,NULL,NULL,NULL,"12748.00","303992.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-000586-index.html","1037868","2004-03-31",NULL,NULL
"484400","James J. Kim-","Chief Executive Officer and Chairman","2003","790000.00","2150000.00",NULL,NULL,NULL,NULL,NULL,"1000000.00","9502.00","3949502.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1289911",NULL
"484401","James J. Kim-","Chief Executive Officer and Chairman","2002","790000.00",NULL,NULL,NULL,NULL,NULL,NULL,"250000.00","8454.00","1048454.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1289911",NULL
"484402","James J. Kim-","Chief Executive Officer and Chairman","2001","790000.00","79000.00",NULL,NULL,NULL,NULL,NULL,"250000.00","8173.00","1127173.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1289911",NULL
"484403","John N. Boruch-","Vice Chairman","2003","580000.00","580000.00",NULL,NULL,NULL,NULL,NULL,"1125000.00","10209.00","2295209.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236256",NULL
"484404","John N. Boruch-","Vice Chairman","2002","580000.00",NULL,NULL,NULL,NULL,NULL,NULL,"225000.00","9326.00","814326.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236256",NULL
"484405","John N. Boruch-","Vice Chairman","2001","580000.00","58000.00",NULL,NULL,NULL,NULL,NULL,"175000.00","14780.00","827780.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236256",NULL
"484406","Bruce J. Freyman-","Chief Operating Officer and President","2003","385000.00","200000.00",NULL,NULL,NULL,NULL,NULL,"650000.00","11300.00","1246300.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236269",NULL
"484407","Bruce J. Freyman-","Chief Operating Officer and President","2002","385000.00",NULL,NULL,NULL,NULL,NULL,NULL,"200000.00","9807.00","594807.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236269",NULL
"484408","Bruce J. Freyman-","Chief Operating Officer and President","2001","352692.00","35000.00",NULL,NULL,NULL,NULL,NULL,"150000.00","6000.00","543692.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236269",NULL
"484409","Kenneth T. Joyce--","Executive Vice President and Chief Financial Officer","2003","273923.00","200000.00",NULL,NULL,NULL,NULL,NULL,"250000.00","9366.00","733289.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236266",NULL
"484410","Kenneth T. Joyce--","Executive Vice President and Chief Financial Officer","2002","235000.00",NULL,NULL,NULL,NULL,NULL,NULL,"70000.00","8286.00","313286.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000893220-04-001339-index.html","1047127","2004-07-02","1236266",NULL
